Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Mode,status,Rem_Qty,Initial_Qty,tp1_hit,tp2_hit,Max_Adverse_Price,SL,TP1_Price,TP2_Price,Closed_Qty,Capital_After,Max_DD_During_Trade
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.436700,343.64,1970-01-01 00:28:55.488900,330.78,0.03742288441392159,TP1_HIT,GAMMA_HEDGE,OPEN,0,4.365033174252124,False,False,347.1,341.92179999999996,331.6126,328.1762,1.7460132697008497,1022.4537306483529,-0.010068676521941673
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.437600,343.31,1970-01-01 00:28:55.488900,330.78,0.036497626052256066,TP1_HIT,GAMMA_HEDGE,OPEN,0,4.369228976726574,False,False,347.1,341.59345,331.29415,327.86105,1.7476915906906296,1044.3523062797065,-0.011039585214529203
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.436700,343.64,1970-01-01 00:28:55.509600,327.75,0.046240251425910796,TP2_HIT,GAMMA_HEDGE,OPEN,0,4.365033174252124,True,False,347.1,332.0577,331.6126,328.1762,1.3095099522756373,1065.1604194213662,-0.010068676521941673
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.437600,343.31,1970-01-01 00:28:55.509600,327.75,0.045323468585243665,TP2_HIT,GAMMA_HEDGE,OPEN,0,4.369228976726574,True,False,347.1,332.0577,331.29415,327.86105,1.310768693017972,1085.5559802847258,-0.011039585214529203
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.436700,343.64,1970-01-01 00:28:55.511400,331.17,0.03628797578861591,SL_HIT,GAMMA_HEDGE,OPEN,0,4.365033174252124,True,True,347.1,331.0275,331.6126,328.1762,1.3095099522756373,1101.885569389603,-0.010068676521941673
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.437600,343.31,1970-01-01 00:28:55.511400,331.17,0.03536162651830703,SL_HIT,GAMMA_HEDGE,OPEN,0,4.369228976726574,True,True,347.1,331.0275,331.29415,327.86105,1.3107686930179725,1117.798301322841,-0.011039585214529203
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.521300,341.06,1970-01-01 00:28:55.536600,340.29,0.0022576672726206,SL_HIT,GAMMA_NORMAL,OPEN,0,4.916136316144555,False,False,343.91,339.3547,329.1229,325.71229999999997,4.916136316144555,1121.5837262862724,-0.008356300944115472
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.549200,333.74,1970-01-01 00:28:55.563600,335.32,0.00473422424641932,SL_HIT,GAMMA_NORMAL,OPEN,0,5.040976776620749,False,False,333.18,335.40869999999995,345.42089999999996,348.75829999999996,5.040976776620749,1129.548469593333,-0.0016779528974650993
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.516800,337.7,1970-01-01 00:28:55.594200,323.83,0.04107195735860233,TP1_HIT,GAMMA_NORMAL,OPEN,0,4.965050198354343,False,False,343.91,336.0115,325.8805,322.5035,1.9860200793417375,1157.094568093803,-0.01838910275392371
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.516800,337.7,1970-01-01 00:28:55.599600,320.5,0.050932780574474354,TP2_HIT,GAMMA_NORMAL,OPEN,0,4.965050198354343,True,False,343.91,327.06829999999997,325.8805,322.5035,1.489515059506303,1182.7142271173113,-0.01838910275392371
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.565400,329.07,1970-01-01 00:28:55.599600,320.5,-0.02604309113562462,SL_HIT,GAMMA_NORMAL,OPEN,0,5.148821540675235,False,False,320.5,322.48859999999996,340.58745,343.87814999999995,5.148821540675235,1138.5888265137246,-0.02604309113562462
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.601400,321.4,1970-01-01 00:28:55.605900,314.53,-0.021375233354075932,SL_HIT,GAMMA_NORMAL,OPEN,0,5.313886869230203,False,False,314.53,314.972,332.64899999999994,335.86299999999994,5.313886869230203,1102.0824237221132,-0.021375233354075932
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.516800,337.7,1970-01-01 00:28:55.612200,315.49,0.06576843352087645,SL_HIT,GAMMA_NORMAL,OPEN,0,4.965050198354343,True,True,343.91,314.4635,325.8805,322.5035,1.489515059506303,1135.1645531937481,-0.01838910275392371
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.605900,314.53,1970-01-01 00:28:55.632900,317.28,-0.00874320414586844,SL_HIT,GAMMA_HEDGE,OPEN,0,5.255853608823228,False,False,317.28,312.95734999999996,303.52144999999996,300.37614999999994,5.255853608823228,1120.7109557694841,-0.00874320414586844
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.625700,311.86,1970-01-01 00:28:55.642800,313.27,0.00452125953953687,SL_HIT,GAMMA_NORMAL,OPEN,0,5.459971877735593,False,False,309.13,313.41929999999996,322.7751,325.89369999999997,5.459971877735593,1128.4095161170912,-0.008753928044635472
